id,kode_2_digit_id,kode_3_digit,judul,deskripsi
13,4,051,Pertambangan Batu Bara,Golongan ini mencakup pertambangan batu bara
14,4,052,Pertambangan lignit,"Golongan ini mencakup pertambangan lignit (batu bara muda) dengan cara penambangan di permukaan tanah, termasuk pertambangan dengan metode pencairan dan kegiatan lain untuk meningkatkan kualitas dan memudahkan pengangkutan atau penyimpanan."
15,5,061,Pertambangan minyak bumi,"Golongan ini mencakup pengambilan minyak bumi mentah dan operasi atau pengembangan lokasi minyak bumi seperti pengeboran, penyelesaian dan pemasangan perlengkapan pada sumur minyak dan penyiapan minyak dari lokasi produksi ke pengapalan. Golongan ini tidak mencakup kegiatan penyulingan minyak bumi (192)."
16,5,062,Pertambangan gas alam dan pengusahaan tenaga panas bumi,"Golongan ini mencakup produksi gas dan hidrokarbon cair melalui metode pencairan dan pirolisis batu bara di lokasi penambangan. Golongan ini juga mencakup pengambilan kondensat gas, pemisahan dan pengaliran fraksi hidrokarbon cair dan desulfurisasi gas dan kegiatan pencarian dan pengeboran tenaga panas bumi."
17,6,071,Pertambangan pasir besi dan bijih besi,Golongan ini mencakup pertambangan pasir besi dan bijih besi dan peningkatan mutu dan proses aglomerasi bijih besi.
18,6,072,"Pertambangan bijih logam yang tidak mengandung besi, tidak termasuk bijih logam mulia","Golongan ini mencakup pertambangan dan pengolahan bijih logam yang tidak mengandung besi, seperti bijih torium dan uranium, alumunium (bauksit), tembaga, timah, seng, timah hitam, mangaan, krom, nikel kobalt dan lain-lain. Tidak termasuk bijih logam mulia."
19,6,073,Pertambangan bijih logam mulia,"Golongan ini mencakup pertambangan bijih logam mulia, seperti emas, platina, perak dan logam mulia lainnya. Golongan ini juga mencakup proses pemisahan bagian non-logam dari logam mulia."
20,7,081,"Penggalian batu, pasir dan tanah liat","Golongan ini mencakup penggalian pemotongan dan penghalusan batu kasar seperti jade, rubi, marmer, granit, batu pasir, batu gamping, penambangan gips, anhidrit, kapur dan dolomit tidak beroksidasi. Golongan ini juga mencakup pengambilan dan pengerukan pasir industri, pemecahan dan penghancuran batu dan kerikil, penggalian pasir dan pertambangan tanah liat. Golongan ini tidak mencakup pemotongan dan penyelesaian batu di luar penggalian."
21,7,089,Pertambangan dan penggalian lainnya ytdl,"Golongan ini mencakup pertambangan fosfat alam, garam kalsium, belerang murni"
22,8,091,Aktivitas Penunjang Pertambangan Minyak Bumi dan Gas Alam,"Golongan ini mencakup kegiatan jasa pertambangan atas dasar balas jasa (fee) atau kontrak pada pengambilan minyak dan gas. Golongan ini mencakup jasa eksplorasi yang berhubungan dengan pengambilan minyak bumi dan gas alam, pengeboran dan pengeboran ulang secara langsung, pemasangan alat pemboran minyak di lokasi pertambangan, penyemenan, perbaikan dan pembongkaran pinggiran sumur minyak dan gas, pemompaan sumur, penyumbatan dan penutupan sumur, perubahan menjadi gas kembali dan pencairan gas alam untuk kemudahan pengangkutan yang dilakukan di lokasi pertambangan. Golongan ini juga mencakup jasa pemompaan dan penyaluran pada pengeboran percobaan dan jasa pemadam kebakaran di ladang atau sumur minyak dan gas bumi."
23,8,099,Aktivitas Penunjang pertambangan dan penggalian lainnya,"Golongan ini mencakup jasa penunjang atas dasar balas jasa (fee) atau kontrak, yang dibutuhkan kegiatan pertambangan dan penggalian selain minyak bumi dan gas alam. Golongan ini juga mencakup jasa eksplorasi, jasa pemompaan dan pengeringan dan pengeboran percobaan dan pengeboran sumur atau ladang percobaan."
24,9,101,Industri pengolahan dan pengawetan daging,"Golongan ini mencakup operasi rumah potong hewan yang berkaitan dengan pemotongan hewan, pengulitan atau pengemasan daging. Golongan ini juga mencakup produksi hasil sampingan binatang, minyak babi dan lemak lainnya yang dapat dimakan yang berasal dari binatang, wol, bulu binatang termasuk bulu burung. Golongan ini tidak mencakup kegiatan pengolahan daging menjadi makanan, perdagangan besar dan pengemasan daging."
25,9,102,Industri pengolahan dan pengawetan ikan dan biota air,"Golongan ini mencakup pengolahan dan pengawetan ikan dengan menggunakan bermacam cara. Golongan ini juga mencakup produksi tepung ikan baik untuk konsumsi manusia atau bukan, makanan binatang, pengolahan ganggang laut dan kegiatan kapal yang hanya berkaitan dengan pengolahan dan pengawetan ikan. Golongan ini tidak mencakup pengolahan makanan dari ikan, pengolahan paus di daratan atau kapal khusus, produksi minyak dan lemak yang bahan bakunya berasal dari laut."
26,9,103,Industri pengolahan dan pengawetan buah-buahan dan sayuran,"Golongan ini mencakup pembuatan makanan yang utamanya terdiri dari sayur-sayuran dan buah-buahan, dengan menggunakan berbagai macam cara pengolahan dan pengawetan serta mencakup produk sayuran dan buah-buahan. Golongan ini juga mencakup pembuatan makanan siap saji yang tidak tahan lama yang berasal dari sayur-sayuran dan buah-buahan, seperti salad, sayuran yang sudah dipotong-potong atau dikupas, tahu"
27,9,104,Industri minyak dan lemak nabati dan hewani,"Golongan ini mencakup pembuatan dan pengolahan minyak dan lemak kasar atau minyak dan lemak suling nabati dan hewani. Golongan ini mencakup pembuatan tepung berlemak, minyak dari kacang-kacangan, biji-bijian dan sayuran, pembuatan margarin, melanges dan yang sejenisnya, dan lemak bahan campuran untuk memasak. Golongan ini juga mencakup pembuatan minyak/lemak hewan yang tidak dapat dimakan, ekstrak ikan dan minyak ikan, dan produk sisa lainnya dari pembuatan minyak. Golongan ini tidak mencakup pembuatan dan penyulingan minyak babi dan lemak hewan lain yang dapat dimakan, penggilingan jagung basah, produk minyak essen, dan pengolahan minyak dan lemak dengan proses kimia."
28,9,105,"Industri pengolahan susu, produk dari susu dan es krim","Golongan ini mencakup pembuatan dan pengolahan susu cair segar dan berbagai produk susu, seperti minuman dari susu, krim, susu bubuk atau susu kental (baik tawar atau manis), dalam bentuk padat, mentega, yoghurt, keju dan kepala susu, kasein atau laktosa, es krim dan es lain yang bahan dasarnya susu. Golongan ini tidak mencakup produksi susu mentah (seperti susu sapi, unta, biri-biri, kambing, kuda, keledai dan lain-lain) dan pembuatan susu nabati dan keju tiruan."
29,9,106,"Industri penggilingan padi-padian, tepung dan pati","Golongan ini mencakup penggilingan padi, pembuatan tepung, makanan dari padi-padian atau sayur-sayuran, seperti halnya pembuatan adonan atau campuran tepung dari produk tersebut. Golongan ini juga mencakup penggilingan basah jagung dan sayur-sayuran dan pembuatan tepung dari pati."
30,9,107,Industri makanan lainnya,"Golongan ini mencakup produksi berbagai produk makanan yang belum tercakup pada golongan sebelumnya. Kegiatan yang tercakup seperti pembuatan produk roti, gula, kokoa, coklat dan gula-gula, pembuatan mie, makroni dan produk sejenis, hidangan dan makan siap saji dalam keadaan beku, dikaleng atau di bungkus untuk dijual, pembuatan teh dan bumbu rempah-rempah, pasta ikan, pengolahan makanan dengan cara pengasinan, teh herbal, seperti halnya produk makanan khusus dan makanan yang tidak tahan lama."
31,9,108,Industri makanan hewan,"Golongan ini mencakup pembuatan makanan siap saji, makanan padat dan makanan tambahan untuk hewan peliharaan dan ternak, termasuk pembuatan makanan tunggal (bukan campuran) untuk ternak. Golongan ini juga mencakup pengolahan sisa pemotongan hewan untuk dibuat makanan hewan. Golongan ini tidak mencakup produksi tepung ikan untuk makanan hewan (lihat 102), produksi bungkil (lihat 104) dan kegiatan yang menghasilkan produk sampingan yang dapat bermanfaat sebagai makanan hewan tanpa pengolahan khusus, seperti ampas, sisa penggilingan padi-padian (lihat 106) dan lain-lain."
32,10,110,Industri Minuman,"Golongan ini mencakup pembuatan dan pencampuran minuman beralkohol seperti whisky, brandi, gin, minuman beralkohol yang disuling/didestilasi dan minuman beralkohol netral (tanpa aroma/flavor)"
33,11,120,Industri Pengolahan Tembakau,"Golongan ini mencakup pembuatan tembakau atau produk pengganti tembakau, seperti rokok, cerutu, cangklong, snuff, chewing"
34,12,131,"Industri pemintalan, pertenunan dan penyempurnaan tekstil","Golongan ini mencakup pembuatan tekstil, termasuk persiapan, pengolahan, pemintalan serat tekstil dan pertenunan. Tekstil dapat dibuat dari berbagai bahan baku,seperti sutera, wol, serat rambut hewan lainnya, serat tumbuhan atau serat buatan, serat dari bubur kayu atau serat kaca, dan serat lain-lain. Golongan ini juga mencakup penyempurnaan tekstil dan bahan pakaian jadi, seperti pengelantangan, pencelupan dan kegiatan lainnya."
35,12,139,Industri Tekstil Lainnya,"Golongan ini mencakup pembuatan barang jadi dari tekstil kecuali pakaian jadi, seperti bahan rajutan, barang-barang tekstil, karpet dan permadani, tali temali, benang ikat, jaring, bahan lapisan, kain pita, bahan hiasan, gorden, kerai, tenda kemping, layar dan kain penutup mobil, bendera, parasut dan baju pelampung."
36,13,141,"Industri pakaian jadi dan perlengkapannya, bukan pakaian jadi dari kulit berbulu","Golongan ini mencakup pembuatan pakaian. Bahan yang digunakan berbagai macam seperti bahan dilapisi, di-impregnasi, atau dilapisi karet dan kulit atau kulit campuran, kain woven, rajutan atau tenunan, kain non woven. Bahan tekstil untuk alas kaki tanpa sol. Golongan ini juga mencakup pembuatan pakaian dalam, pakaian tidur, pakaian kerja. Kaus, gaun, blus, pakaian bayi, pakaian olahraga, topi dan peci, dan aksesori pakaian lain (seperti sarung tangan, ikat pinggang, selendang, hairnet dan lain-lain) untuk pria-wanita dan anak-anak, kegiatan jahit menjahit dan pembuatan bagian-bagian dari produk yang sudah disebutkan sebelumnya."
37,13,142,Industri pakaian jadi dan barang dari kulit berbulu,Golongan ini mencakup pembuatan barang-barang dari kulit berbulu seperti pakaian dari kulit berbulu dan aksesori pakaian. Berbagai barang dari kulit berbulu seperti
38,13,143,Industri pakaian jadi rajutan dan sulaman/bordir,"Golongan ini mencakup pembuatan pakaian dari bahan rajutan atau sulaman dan barang-barang jadi lain (seperti sweater, cardigan, kaos, rompi dan barang sejenis), serta kaos kaki, termasuk kaos kaki pendek, stocking dan pantyhose. Golongan ini tidak mencakup pembuatan bahan dari rajutan atau sulaman."
39,14,151,"Industri kulit dan barang dari kulit, termasuk kulit buatan",Golongan ini mencakup pembuatan kulit dan kulit berbulu dan barang-barang yang terbuat dari padanya.
40,14,152,Industri alas kaki,"Golongan ini mencakup pembuatan alas kaki untuk semua kebutuhan, pembuatan bagian alas kaki dari kulit dan barang-barang sejenis, kecuali bagian alas kaki yang terbuat dari plastik, kayu dan karet"
41,15,161,"Industri penggergajian dan pengawetan kayu, rotan, bambu dan sejenisnya","Golongan ini mencakup proses pengerjaan dari penggergajian kayu dan batang kayu sampai proses selanjutnya, pembuatan bantalan kayu rel kereta api, bahan kayu untuk lantai yang belum dirakit, wol kayu, tepung kayu, irisan dan partikel kayu. Golongan ini juga mencakup pengeringan kayu dan pengolahan secara kimia dan perendaman kayu dengan bahan pengawet dari bahan lainnya. Golongan ini tidak mencakup penggergajian kayu dan produksi kayu kasar (lihat 022), pembuatan lembaran tipis veneer (lapisan) yang dipakai dalam plywood (triplek), papan dan panel, sirap dan shakes, beading dan kayu cetakan."
42,15,162,"Industri Barang dari Kayu; Industri Barang dari Gabus dan barang anyaman dari jerami, rotan, bambu dan sejenis lainnya","Golongan ini mencakup pembuatan barang-barang dari kayu, barang-barang anyaman dari bambu, rotan dan sejenisnya, termasuk bentuk dasar seperti barang rakitan. Golongan ini juga mencakup pembuatan lembaran tipis veneer (lapisan), plywood (triplek), barang-barang kayu yang dimaksudkan untuk digunakan konstruksi, pembuatan kontainer kayu kecuali koper. Barang kayu lainnya, pembuatan barang-barang dari kayu gabus, jerami dan barang anyaman lainnya."
43,16,170,Industri Kertas dan Barang Dari Kertas,"Golongan ini mencakup pembuatan bubur kertas yang dikelantang, semi kelantang atau tidak dikelantang dengan proses mekanik dan serat kimiawi, pemisahan tinta dan pembuatan bubur kertas dari limbah kertas, jasa pembuatan kertas dan papan kertas yang ditujukan untuk pengolahan lebih lanjut. Golongan ini juga mencakup pembuatan kertas berombak dan papan kertas dan kontainer dari kertas dan papan kertas, dan juga pembuatan barang lain dari kertas dan papan kertas untuk rumah tangga dan kegunaan lain."
44,17,181,Industri pencetakan dan kegiatan ybdi,"Golongan ini mencakup pencetakan barang-barang seperti surat kabar, buku, tabloid, surat-surat bisnis, kartu ucapan, dan barang-barang lainnya serta kegiatan pendukung yang terkait, seperti penjilidan buku, jasa pembuatan plat dan data imaging. Pencetakan dapat dilakukan dengan bermacam teknik dan dengan berbagai materi yang berbeda. Barang cetakan biasanya adalah dilindungi hak cipta."
45,17,182,Reproduksi media rekaman,"Golongan ini mencakup reproduksi dari kopi master pelat atau piringan gramofon, compact disk atau CD dan pita yang berisikan musik atau rekaman suara lain, reproduksi dari kopi master rekaman, compact disk atau CD dan tape yang berisikan gambar bergerak atau film dan rekaman video lainnya, dan reproduksi dari kopi master perangkat lunak atau software dan data pada disk dan pita magnetik."
46,18,191,Industri produk dari batu bara,"Golongan ini mencakup pengoperasian tungku kokas, produksi kokas dan semi kokas, gas oven kokas (gas lampu), ter (aspal), lignit (batu bara muda) dan batu bara mentah dan produk dari aglomerasi kokas."
47,18,192,Industri produk pengilangan minyak bumi,"Golongan ini mencakup pembuatan bahan bakar gas atau cair atau produk lain dari minyak bumi mentah, mineral, aspal dan produk turunannya. Golongan ini juga mencakup produksi bahan bakar motor (bensin, minyak tanah dan lain-lain), bahan bakar (minyak bahan bakar berkadar berat, menengah, dan ringan, gas sulingan seperti etane, propane, butane dan lain-lain), minyak pelumas, termasuk dari minyak limbah (sisa), dan produk untuk industri petrokimia dan untuk pembuatan bahan pelapis jalan, berbagai briket bahan bakar padat, dan campuran biofuel dan produk lain (seperti spiritus putih, vaseline, paraffin wax, petroleum jelly dan lain-lain)."
48,19,201,Industri bahan kimia,"Golongan ini mencakup pembuatan produk kimia dasar, pupuk dan senyawa nitrogen serta plastik dan karet sintetis dalam bentuk dasar."
49,19,202,Industri barang kimia lainnya,"Golongan ini mencakup pembuatan produk kimia selain kimia dasar dan serat buatan. Golongan ini juga mencakup pembuatan berbagai barang seperti pestisida, cat, pernis dan bahan pelapis sejenis, tinta cetak, dan damar untuk campuran semen"
50,19,203,Industri serat buatan,"Golongan ini mencakup pembuatan kawat pijar ganda tiruan atau sintetis, benang dan serat tiruan atau sintetis yang tidak diolah untuk pemintalan dan pembuatan strip atau kawat pijar tunggal tiruan atau sintetis."
51,20,210,"Industri Farmasi, Produk Obat Kimia Dan Obat Tradisional","Golongan ini mencakup pembuatan produk farmasi dasar dan preparat farmasi. Golongan ini mencakup antara lain preparat darah, obat-obatan jadi, preparat diagnostik, preparat medis, obat tradisional atau jamu, suplemen kesehatan, dan produk botanikal untuk keperluan farmasi."
52,21,221,Industri karet dan barang dari karet,"Golongan ini mencakup pembuatan ban karet untuk semua jenis kendaraan dan peralatan, berbagai strip/potongan ban untuk vulkanisir dan kegiatan vulkanisir. Golongan ini juga mencakup pembuatan produk karet lainnya, pembuatan produk karet alam atau sintetis lainnya dalam bentuk yang berbeda dan juga pembuatan bahan-bahan karet untuk perbaikan, di mana karet adalah unsur utama."
53,21,222,Industri barang dari plastik,"Golongan ini mencakup pengolahan dasar plastik baru atau daur ulang menjadi produk akhir atau antara, menggunakan berbagai proses dan pencetakan. Proses produksi dapat membuat bermacam-macam jenis produk plastik dalam bentuk dan keperluan yang berbeda. Golongan ini juga mencakup pembuatan antara lain, plat, tabung, peralatan, kontainer pembungkus, bahan bangunan dari plastik, barang-barang plastik rumah tangga, ban berjalan untuk alat angkut dan lain-lain."
54,22,231,Industri kaca dan barang dari kaca,"Golongan ini mencakup diantaranya pembuatan kaca dan barang-barang dari kaca dalam berbagai bentuk dengan berbagai proses. Golongan ini juga mencakup pembuatan barang alat-alat rumah tangga dari kaca, peralatan laboratorium atau kedokteran, peralatan listrik dan isolasi, serat kaca, perhiasan imitasi."
55,22,239,Industri barang galian bukan logam lainnya,"Golongan ini mencakup pembuatan produk antara dan produk akhir dari mineral nonmetalik hasil tambang atau galian, seperti pasir, kerikil, bebatuan atau tanah liat. Pembuatan produk khususnya untuk menghasilkan barang refraktori, bahan bangunan, produk keramik industri dan rumah tangga, semen dan produk semen serta pemotongan dan pengasahan batu. Golongan ini juga mencakup pembuatan produk mineral nonmetalik lain seperti bebatuan, serat mineral, karbon, grafit, aspal, mika dan berbagai unsur mineral lainnya."
56,23,241,Industri Logam Dasar Besi dan Baja,"Golongan ini mencakup kegiatan kegiatan pengolahan dari bijih besi menjadi besi gubal sampai menjadi baja, dan pembuatan produk baja dan logam campuran besi dalam berbagai ukuran dan bentuk. Golongan ini juga mencakup berbagai operasi pengolahan baja."
57,23,242,Industri logam dasar mulia dan logam dasar bukan besi lainnya,"Golongan ini mencakup produksi logam dasar mulia dan logam bukan besi, seperti emas, perak, platina, aluminium, tembaga, timah hitam, seng, timah putih dan lain-lain, dari bijih dan berbagai sumber yang diolah ke dalam berbagai bentuk dan kegunaan. Golongan ini tidak mencakup pengecoran logam bukan besi dan pembuatan perhiasan logam mulia."
58,23,243,Industri pengecoran logam,"Golongan ini mencakup pembuatan barang setengah jadi dan berbagai tuangan yang melalui proses pengecoran. Golongan ini juga mencakup pengecoran logam baja dan besi, seperti penuangan produk baja dan besi, pembuatan tabung, pipa dan peralatan dari tuangan besi, termasuk penuangan aluminium, magnesium, titanium, seng dan lain-lain."
59,24,251,"Industri barang logam siap pasang untuk bangunan, tangki, tandon air dan generator uap","Golongan ini mencakup pembuatan produk struktur logam (seperti kerangka atau bagian dari konstruksi), barang-barang jenis kontainer logam (seperti reservoir, tangki, ketel uap untuk pemanasan) dan generator uap air."
60,24,252,Industri senjata dan amunisi,"Golongan ini mencakup pembuatan persenjataan berat, senjata api tangan, pistol udara, amunisi perang, termasuk senjata api dan amunisi untuk olahraga atau penjagaan diri, dan peralatan bahan peledak, seperti bom. ranjau dan torpedo. Golongan ini tidak mencakup pembuatan pedang, bayonet, kendaraan bersenjata untuk alat angkutan barang berharga dan uang kertas, kendaraan luar angkasa, tank, dan kendaraan perang lain."
61,24,259,Industri barang logam lainnya dan jasa pembuatan barang logam,"Golongan ini mencakup kegiatan umum pengolahan logam, seperti penempaan atau penekanan, persepuhan, pelapisan, pengukiran, pemboran, penyemiran, pengelasan dan lain-lain, yang umumnya dilakukan atas dasar balas jasa atau kontrak. Golongan ini juga mencakup pembuatan berbagai barang logam, seperti alat pemotong, pisau, gunting dan lain-lain), perkakas tangan dari logam dan perangkat keras lainnya"
62,25,261,Industri komponen dan papan elektronik,"Golongan ini mencakup pembuatan semi konduktor dan komponen lain untuk peralatan elektronik, diantara nya resistor dan kapasitor elektronik, transistor, mikroprosesor, papan sirkuit dan pengisian atau pemasangannya, kartu interface dan pengontrol, dan peralatan terpisah yang terkait, termasuk pembuatan kabel printer, kabel monitor, kabel USB dan konektor/penghubung dan lain-lain."
63,25,262,Industri komputer dan perlengkapannya,"Golongan ini mencakup pembuatan dan atau pemasangan berbagai komputer elektronik dan peralatan perlengkapan komputer, seperti peralatan penyimpanan, dan peralatan input/output (printer, monitor dan keyboard). Komputer dapat berupa komputer analog, digital atau hibrid, dan dapat berupa PC, laptop atau mainframe, komputer genggam, ATM dan terminal pos (point of sale). Komponen komputer dan peralatan perlengkapan komputer mencakup berbagai drive dan alat penyimpanan lain, printer, monitor, keyboard, semua jenis aksesori trackball, terminal komputer dan server, scanner dan projektor (viewer)."
64,25,263,Industri peralatan komunikasi,"Golongan ini mencakup pembuatan peralatan komunikasi dan telepon yang digunakan untuk memindahkan sinyal elektron melalui kawat atau melalui udara seperti peralatan komunikasi tanpa kabel dan penyiaran radio dan televisi. Golongan ini juga mencakup pembuatan peralatan saklar, telepon tanpa kabel, faksimili, termasuk mesin penjawan telepon, peralatan komunikasi data, antene pemancar dan penerima, peralatan komunikasi bergerak (mobile) termasuk modem, sistem alarm, peralatan infrared dan transmisi."
65,25,264,Industri Peralatan Audio dan Video Elektronik,"Golongan ini mencakup pembuatan peralatan video dan audio elektronik untuk rumah tangga, kendaraan bermotor, amplifier untuk instrumen musik, dan alat untuk penyampaian informasi. Golongan ini juga mencakup diantaranya peralatan penggandaan dan perekaman lain, televisi, sistem amplifier dan stereo untuk instrumen musik, video game untuk rumah tangga, kamera video, CD, DVD player dan alat penyampai informasi, mikrofon, mesin karaoke dan jukebox, headphone dan lain-lain."
66,25,265,"Industri alat ukur, alat uji, peralatan navigasi dan kontrol dan alat ukur waktu","Golongan ini mencakup pembuatan peralatan pengukuran, pengujian, navigasi dan kontrol untuk berbagai kegunaan industri dan bukan industri, termasuk peralatan pengukuran berdasarkan waktu seperti jam dan jam tangan serta peralatan lain yang berkaitan dengan itu."
67,25,266,"Industri peralatan iradiasi, elektromedikal dan elektroterapi","Golongan ini mencakup pembuatan peralatan elektromedik, elektroterapi, dan peralatan iradiasi dan tabung untuk diagnosa medis, terapi medis, industri, penelitian dan aplikasi evaluasi ilmiah."
68,25,267,Industri peralatan fotografi dan instrumen optik bukan kaca mata,"Golongan ini mencakup pembuatan instrumen optik, lensa dan cermin optik, peralatan fotografi seperti kamera, pengukur cahaya, proyektor, mikroskop, teleskop serta peralatan dan instrumen alat ukur dan cek optik."
69,25,268,Industri media magnetik dan media optik,"Golongan ini mencakup pembuatan media perekaman optik dan magnetik, seperti kaset-videotape dan audio magnetik kosong, disket kosong, disk optik dan media hardisk kosong. Golongan ini tidak mencakup reproduksi media rekaman (media komputer, suara, video dan lain-lain)."
70,26,271,"Industri motor listrik, generator, transformator dan peralatan pengontrol dan pendistribusian listrik","Golongan ini mencakup pembuatan mesin tenaga, mesin pendistribusi listrik dan transformator khusus, regulator voltage, motor listrik, generator tenaga dan saklar dan pengatur tenaga yang terkait."
71,26,272,Industri batu baterai dan akumulator listrik,"Golongan ini mencakup pembuatan baterei biasa dan recharge, baterei dan elemen utama, lead acid, NiCad, NiMH, lithium, elemen oksida, baterei elemen basah dan kering dan akumulator listrik."
72,26,273,Industri kabel dan perlengkapannya,Golongan ini mencakup pembuatan peralatan kawat pembawa arus atau bukan untuk sirkuit kawat listrik tanpa memperhatikan materi pembuatnya. Golongan ini juga mencakup pengisolasian kawat dan pembuatan kabel serat optik.
73,26,274,Industri peralatan penerangan listrik (termasuk peralatan penerangan bukan listrik),"Golongan ini mencakup pembuatan tabung dan bola lampu listrik serta bagian dan komponennya, peralatan penerangan non listrik, dan komponen peralatan lain. Pembuatan peralatan penerangan non listrik seperti bola lampu dan perlengkapan tempat lilin, peralatan lampu penerangan, lampu senter, lampu listrik serangga, lentera, peralatan lampu jalan, perlengkapan/peralatan lampu untuk peralatan transportasi (misalnya untuk kendaraan bermotor, pesawat udara, boat)."
74,26,275,Industri peralatan rumah tangga,"Golongan ini mencakup pembuatan peralatan rumah tangga dan peralatan kecil, seperti peralatan rumah tangga yang menggunakan listrik, gas atau bahan bakar lain, kipas angin, penghisap debu, mesin pembersih lantai listrik, peralatan memasak, peralatan mencuci, freezer dan lemari es dan peralatan lain seperti mesin cuci piring, pemanas air dan lain-lain."
